,turning and turning (All),and turning in (All),turning in the (All),in the widening (All),the widening gyre (All),the falcon can not (All),falcon can not hear,can not hear the (All),hear the falconer,the centre can not (All),centre can not hold (All),mere anarchy is (All),anarchy is loosed,is loosed upon,loosed upon the,upon the world (All),The blood dimmed,blood dimmed tide,dimmed tide is,tide is loosed,is loosed and,loosed and everywhere,the ceremony of (All),ceremony of innocence (All),of innocence is (All),innocence is drowned (All),the best lack (All),best lack all,lack all conviction,all conviction while,conviction while the,while the worst (All),are full of,full of passionate (All),of passionate intensity,surely some revelation (All),some revelation is,revelation is at (All),is at hand,surely the second (All),the second coming (All),second coming is (All),coming is at (All),is at hand,the second coming (All),Hardly are those,are those words (All),those words out,when a vast (All),a vast image,vast image out,image out of (All),out of Spiritus,of spiritus mundi (All),somewhere in sands (All),in sands of (All),sands of the (All),of the desert (All),a shape with (All),shape with lion,with lion body,lion body and,body and the (All),and the head (All),the head of (All),head of a (All),of a man (All),a gaze blank (All),gaze blank and,blank and pitiless,and pitiless as,pitiless as the (All),as the sun (All),is moving its (All),moving its slow,its slow thighs,while all about (All),all about it,Reel shadows of,shadows of the (All),of the indignant,the indignant desert,indignant desert birds,the darkness drops (All),darkness drops again,but now i (All),now i know (All),that twenty centuries (All),twenty centuries of (All),centuries of stony,of stony sleep,were vexed to (All),vexed to nightmare,to nightmare by,nightmare by a,by a rocking,a rocking cradle,and what rough (All),what rough beast (All),rough beast its,beast its hour,its hour come (All),hour come round (All),come round at (All),round at last,slouches towards bethlehem (All),towards Bethlehem to,Bethlehem to be,to be born (All)
1880,0.008926032357692293,0.054831340134953166,0.1734200487657489,0.040804719159126535,0.0,0.0026787432272357137,0.0,0.05491423560322062,0.0,0.0026787432272357137,0.0,0.0,0.0,0.0025502948641786816,0.0012751474320893408,1.8234608312184264,0.0,0.0,0.0,0.0,0.00382544218524572,0.0,1.8693661679725082,0.0,0.017852064715384586,0.0,0.0,0.0,0.0,0.0,0.0,0.01147632655573716,4.665764663513983,0.02677809618489846,0.005100589728357363,0.0,0.0,0.0025502948641786816,2.0772151856363053,0.010201179456714726,0.3621418702692836,0.022952653777608134,0.0025502948641786816,2.0772151856363053,0.3621418702692836,0.0,0.04207986492588134,0.0012751474320893408,0.06503251692713263,0.0012751474320893408,0.0,0.012751474542938013,0.0,0.0,0.0,0.0012751474320893408,0.6362985471852767,3.175117162967922,0.0025502948641786816,0.0,0.0,0.0,1.3746088889377006,2.3373452311403753,62.58806229197944,8.566440712343137,22.090653459372334,0.0,0.0,0.0,0.005100589728357363,0.00765088437049144,3.8547706395775094,0.0,0.0012751474320893408,0.0,0.01147632655573716,2.5859990273602307,0.0,1.4753455470639665,0.10073664924448167,0.0,0.0,0.0,0.0,1.4447420539909217,0.53046130688017,0.014026621641960446,0.017852064715384586,0.0,0.0,0.010201179456714726,0.0,0.0,0.0,0.00765088437049144,0.005100589728357363,0.0,0.0,0.0,0.0,0.0,0.0012751474320893408,0.020402358913429453,0.05100589817175205,0.0,0.0,0.00765088437049144,1.636014104633432
1881,0.003801053694019174,0.062083877594432124,0.17991654210902652,0.015204214776076697,0.0,0.0,0.0,0.09051549199057263,0.0,0.0013311102220470161,0.0,0.0,0.0,0.0,0.011403161082057522,1.8055005126527135,0.0,0.0,0.0,0.0,0.002534035870027651,0.0,1.7104742742191092,0.0,0.03294246653240407,0.0,0.0,0.0,0.0,0.0,0.0012670179350138255,0.011403161082057522,4.765254288940923,0.03294246653240407,0.0,0.0,0.0,0.006335089564046825,1.9626106677606003,0.007602107721105256,0.4307861072305741,0.022806323496382674,0.0,1.9626106677606003,0.4307861072305741,0.0,0.036743518450066404,0.007602107388038348,0.03927755720667392,0.0012670179350138255,0.0,0.021539305450346546,0.0,0.0,0.0,0.0,0.6132366889843865,4.524521216353605,0.0,0.0,0.0,0.0,1.512819451932046,2.29583642052944,61.76332340146473,8.338245180539161,22.2006876811065,0.0,0.0,0.0012670179350138255,0.007602107388038348,0.007602107388038348,3.4995036060081475,0.0012670179350138255,0.0,0.0,0.035476501736297905,2.4732189558562823,0.0,1.439332406150129,0.07222002551543483,0.0,0.0,0.0,0.0,1.4532695900015824,0.5663570163960685,0.008869125878163686,0.02027228696022121,0.0,0.0,0.00633508978609143,0.0,0.0,0.0,0.0012670179350138255,0.007602107388038348,0.0,0.0,0.0,0.0,0.0,0.0,0.010136143480110604,0.02660737585813422,0.0,0.0,0.055748788696519114,1.5888405400232841
1882,0.0036209910625473185,0.057935858333024726,0.17018658393652686,0.009655976462852323,0.0,0.0,0.0,0.05453637097474484,0.0,0.0,0.0,0.0,0.0,0.0,0.0012069970578565403,2.0470670634153976,0.0,0.0,0.0,0.0,0.00844897929397348,0.0,1.762215738665418,0.0,0.05190087293271972,0.0,0.0,0.0,0.0,0.0,0.0,0.014483965027345391,4.809883193956921,0.03741691045888729,0.0024139941157130806,0.0,0.004827988231426161,0.006034985289282702,2.1134519556653686,0.0,0.6469504265638193,0.03017492655743581,0.0012069970578565403,2.1134519556653686,0.6469504265638193,0.0,0.03862390585140929,0.0024139941157130806,0.037416908571508145,0.0012069970578565403,0.0,0.028967928500378548,0.0,0.0,0.0,0.0024139941157130806,0.677125359338504,3.3602799263121597,0.0024139941157130806,0.0,0.0,0.0,1.2951077934530986,2.2522565767957303,61.10301916351091,8.654169135979828,22.841211915647364,0.0,0.0,0.0,0.009655976462852323,0.013276967969488851,3.874460460906448,0.0024139941157130806,0.0,0.0,0.022932943988251964,2.6445304683875293,0.0,1.8805014256884078,0.05431486727047741,0.0,0.0,0.0,0.0,1.4290845342657121,0.573323603703102,0.0012069970578565403,0.01569096208520193,0.0,0.0,0.004827988231426161,0.0,0.0,0.0,0.013276967969488851,0.0,0.0012069970578565403,0.0,0.0,0.0,0.0,0.0012069970578565403,0.024139941157130806,0.039830901243931294,0.0,0.0,0.014483964250189274,1.513574282796526
1883,0.009675370726824895,0.09460362226931807,0.1730816276968028,0.029026111292296264,0.0,0.0,0.0,0.08922050209747567,0.0,0.0011293734836215208,0.0,0.0,0.0,0.0,0.007525287948340065,1.8350953183698948,0.0,0.0,0.0,0.0,0.00645024700318686,0.0,1.9802258481860235,0.0,0.02150082423213462,0.0,0.0,0.0,0.0,0.0,0.0,0.018275699176228954,4.644177806767402,0.036551399018591724,0.0,0.0,0.0,0.008600329115537875,1.9963515569543233,0.0,0.4181910142619927,0.022575864289109404,0.013975535395616134,1.9963515569543233,0.4181910142619927,0.0,0.05375205702762287,0.00107504116719781,0.033326274628819874,0.0,0.0,0.03332627684926592,0.0,0.0,0.0,0.0,0.613848496033853,3.576662034987521,0.00215008233439562,0.0,0.0,0.0,1.4491555440088177,2.2575863845020194,57.33409477670648,8.109035093184502,25.5354529485885,0.0,0.0,0.0,0.024725947511683444,0.00967537050478029,3.760493996196601,0.00322512350159343,0.00215008233439562,0.0,0.020425781510624574,2.7295295694784727,0.0,1.6286873787407785,0.07847800276294947,0.0,0.0,0.0,0.0,1.7781180190468149,0.6525499998133455,0.00430016466879124,0.02150082423213462,0.0,0.0,0.007525287948340065,0.0,0.0,0.0,0.011825452617131305,0.0,0.0,0.0,0.0,0.0,0.0,0.01075041211606731,0.01290049400637372,0.018275699176228954,0.0,0.0,0.00430016466879124,1.6243871954202405
1884,0.003402753634418332,0.06465232382790731,0.18828571057838417,0.021550773610101714,0.0,0.0011919341069699385,0.0,0.06913218042470248,0.0,0.0059596705348496926,0.0,0.0,0.0,0.0,0.004537004993920846,1.634456051391453,0.0,0.0,0.0,0.0,0.0056712563534233595,0.0,1.8692460663771726,0.0,0.019282271779275106,0.0,0.0,0.0,0.0,0.0,0.0,0.0056712563534233595,4.666309450840345,0.03402753878667397,0.009074009987841691,0.0,0.0,0.005671256131378755,2.033712462434778,0.002268502496960423,0.5081445575427779,0.015879517700767565,0.005671256131378755,2.033712462434778,0.5081445575427779,0.0,0.02041652180650999,0.0011342512484802114,0.022685025413693438,0.0011342512484802114,0.0,0.028356280878938378,0.0,0.0,0.0,0.0,0.6612684515516776,3.365323435033929,0.004537004993920846,0.0,0.0,0.0,1.474526612810223,2.1913733547762604,56.84526945515245,7.283027144922016,21.57232501076578,0.0,0.0,0.0,0.010208260903254995,0.009074010320908599,3.837172030785041,0.002268502496960423,0.0,0.0,0.03402753723236174,2.8174802082503447,0.0,1.5119569596322435,0.08393459438593709,0.0,0.0,0.0,0.0,1.3191341849960736,0.5501118636175306,0.0,0.031759035179490525,0.0,0.0,0.0056712563534233595,0.0,0.0,0.0,0.011342512706846719,0.009074009987841691,0.0,0.0,0.0,0.0,0.0,0.003402753634418332,0.011342512706846719,0.015879518144856775,0.0,0.0,0.012476763622260023,1.5618639643832921
1885,0.0023332691334587707,0.05133191960382533,0.17966171839134404,0.01749951805685157,0.0,0.0,0.0,0.06375641703471047,0.0,0.004904339601097263,0.0,0.0,0.0,0.0,0.0023332691334587707,1.7721178622309708,0.0,0.0,0.0,0.0,0.010499711322609073,0.0,1.9051142303716517,0.0,0.010499711100564468,0.0,0.0,0.0,0.0,0.0,0.0,0.022166057433992137,4.799534508492798,0.02683259481273126,0.005833173055691532,0.0,0.0,0.005833173055691532,1.8386160718364408,0.0,0.29399190726309143,0.019832786968265737,0.0046665382669175415,1.8386160718364408,0.29399190726309143,0.0,0.03033249740269639,0.0023332691334587707,0.050165287923675805,0.0,0.0,0.016332883490122185,0.0,0.0,0.0,0.0,0.6859811270132354,3.186078970429662,0.003499903700188156,0.0,0.0,0.0,1.5912895818814832,2.470931924847264,57.55474865054566,7.472294214494468,21.733234973453364,0.0,0.0,0.0,0.011666346111383064,0.003499903700188156,3.518569769767055,0.0011666345667293854,0.0,0.0,0.0338324035453752,2.7112587304145563,0.0,1.681120409102732,0.08166441745061093,0.0,0.0,0.0,0.0,1.573790029851807,0.5564847072037082,0.0023332691334587707,0.017499518278896176,0.0,0.0,0.0023332691334587707,0.0,0.0,0.0,0.0011666345667293854,0.0023332691334587707,0.0,0.0,0.0,0.0,0.0,0.0,0.005833173055691532,0.012832980011978634,0.0,0.0,0.009333076533835083,1.4851257752468427
1886,0.002748298033594665,0.05634010946664603,0.1800135187579599,0.019238086679251865,0.0,0.0014448490182061846,0.0,0.076576998409017,0.0,0.0072242452020532255,0.0,0.0,0.0,0.0,0.0,1.7946385746370197,0.0,0.0,0.0,0.0,0.008244894544873205,0.0,1.6173734262991957,0.0,0.020612236362183012,0.0,0.0,0.0,0.0,0.0,0.0,0.020612235474004592,4.456365331861889,0.03847617335850373,0.008244894544873205,0.0,0.0,0.002748298033594665,1.9650331068987725,0.0,0.45072087262454374,0.020612235029915382,0.002748298033594665,1.9650331068987725,0.45072087262454374,0.0,0.03160542805247246,0.0,0.015115638518636842,0.002748298033594665,0.0,0.0329795772913144,0.0,0.0,0.0,0.0013741490167973325,0.6595915191809354,3.2361210209330693,0.0013741490167973325,0.0,0.0,0.0,1.4126251528523426,2.4349920799693336,57.41331995068322,7.607289063571443,22.380764477247794,0.0,0.0,0.0,0.009619043339625932,0.016489787535434175,3.6071411102511775,0.0,0.0,0.0,0.02198638426875732,2.2027609247743385,0.0,1.6036318903900337,0.057714260037755594,0.0,0.0,0.0,0.0,1.2010062278022815,0.4493467287147723,0.0013741490167973325,0.020612234585826172,0.0,0.0,0.004122447272436602,0.0,0.0,0.0,0.009619043339625932,0.0,0.0013741490167973325,0.0,0.0,0.0,0.0,0.002748298033594665,0.00549659606718933,0.013741489723884115,0.0,0.0,0.01099319213437866,1.6434821965560786
1887,0.008729639233706621,0.05113074408313878,0.17958115350324988,0.03990692221123027,0.0,0.0,0.0,0.11139761790790459,0.0,0.013105601937013489,0.0,0.0,0.0,0.0,0.0012470913191009458,1.7135034191539944,0.0,0.0,0.0,0.0,0.013718004510110404,0.0,1.7135034084958534,0.0,0.022447643743817025,0.0,0.0,0.0,0.0,0.0,0.0,0.007482547914605675,4.972152964910492,0.05113074408313878,0.0012470913191009458,0.0,0.0,0.0037412739573028375,1.7247273262910312,0.004988365276403783,0.35791521213468513,0.011223821871908513,0.0012470913191009458,1.7247273262910312,0.35791521213468513,0.0,0.02743600902022081,0.006235456595504729,0.02743600902022081,0.004988365276403783,0.0,0.02743600902022081,0.0,0.0,0.0,0.0012470913191009458,0.751996047654302,3.1688589423595204,0.004988365276403783,0.0,0.0,0.0,1.5127218091492978,2.0290175797299526,56.16400380858977,7.4875364930448995,23.449057977131815,0.0,0.0,0.0012470913191009458,0.007482547914605675,0.009976730552807567,3.7936517571779405,0.0,0.0,0.0,0.007482547914605675,3.1987892725737765,0.0,1.7434337067356864,0.09353185248528462,0.0,0.0,0.0,0.0,1.5775705151099828,0.5275196315324138,0.0,0.013718004510110404,0.0,0.0,0.0012470913191009458,0.0,0.0,0.0,0.011223821871908513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01496509582921135,0.02369473506291797,0.0,0.0,0.0012470913191009458,1.694797074236476
1888,0.0075387678322158536,0.061566601816664956,0.19977734133647118,0.055284295585877885,0.0,0.0,0.0,0.05941876080051145,0.0,0.006602084212659065,0.0,0.0,0.0,0.0,0.005025845073447499,1.8281511486861746,0.0,0.0,0.0,0.0,0.008795228545466216,0.0,1.642194863649138,0.0,0.0075387678322158536,0.0,0.0,0.0,0.0,0.0,0.0,0.017590457090932432,4.983125563740032,0.04271968379043756,0.0075387678322158536,0.0,0.0,0.0075387678322158536,1.8947436046801158,0.0025129225367237495,0.5327395697918291,0.03141153115393536,0.0075387678322158536,1.8947436046801158,0.5327395697918291,0.0,0.02764214812600585,0.0,0.03769383916107927,0.0,0.0,0.02135984189521878,0.0,0.0,0.0,0.0,0.5616381599793385,2.936350007587407,0.0,0.0,0.0,0.0,1.3519523704985659,2.135984106921285,54.755327198563464,7.264859149813674,22.264493352963655,0.0,0.0,0.0,0.035180914181864864,0.01130815174832378,3.525630312140038,0.0,0.0,0.0,0.01382107428504753,2.771753543129307,0.0,1.598218757337122,0.10051689969259314,0.0,0.0,0.0,0.0,1.4612644463340985,0.5654075891925459,0.0025129225367237495,0.0364373783368066,0.0,0.0,0.0012564612683618748,0.0,0.0,0.0,0.01633399726586049,0.0,0.0,0.0,0.0,0.0,0.0,0.0012564612683618748,0.01130815174832378,0.01633399726586049,0.0,0.0,0.005025845073447499,1.5529860881713375
1889,0.009172265613699437,0.04062003355898014,0.1821349888686541,0.03930970970955627,0.0,0.0,0.0,0.09639167886099642,0.0,0.0027540478786391986,0.0,0.0,0.0,0.005241294509517047,0.0,1.8213497945396284,0.0,0.0,0.0,0.0,0.013103235829703408,0.0,1.9733474001526474,0.0,0.02096517803806819,0.0,0.0,0.0,0.0,0.0,0.0,0.014413560123216484,4.711923793365713,0.03668906245479775,0.006551617914851704,0.0,0.0,0.01572388441672956,1.8527975953475107,0.00393097110418239,0.7062644469257862,0.04193035807453782,0.005241294509517047,1.8527975953475107,0.7062644469257862,0.0,0.020965177371934374,0.0,0.03013744387381223,0.0026206472547585236,0.0,0.02489614914225058,0.0,0.0,0.0,0.0,0.5503359163938626,3.1290528035299303,0.00393097110418239,0.0,0.0,0.0,1.4714934550852377,2.4856838418685356,55.83288805155462,7.481948060217292,21.350413305754046,0.0,0.0,0.00393097110418239,0.0026206472547585236,0.005241294509517047,3.5667008546624857,0.0,0.0,0.0,0.027516795952919892,2.3192728804133367,0.0,1.538319889249351,0.05372326938868355,0.0,0.0,0.0,0.0,1.3496333508555836,0.47564746807893243,0.0,0.03799938497195399,0.0,0.0013103236273792618,0.00393097110418239,0.0,0.0,0.0,0.005241294509517047,0.0013103236273792618,0.0,0.0,0.0,0.0,0.0013103236273792618,0.006551617914851704,0.009172265613699437,0.03275809135061536,0.0,0.0,0.009172265613699437,1.578939968993609
